N_B;T;d;Jsc_e;Eta_e;Voc_e;FF_e;N_Fe;All_var_AM(4);All_var_AM(3);All_var_AM(2);All_var_AM(1)
1.59E+01;304;3.50E-04;-1.39E+00;-2.18E+00;-1.36E+00;5.75E-01;1.25E+01;11.4834404;11.38580418;11.20126629;11.2968874
1.59E+01;304;3.50E-04;-1.43E+00;-2.27E+00;-1.32E+00;4.77E-01;1.26E+01;11.59624195;11.52248764;11.29831219;11.33931255
1.59E+01;304;3.50E-04;-1.47E+00;-2.27E+00;-1.27E+00;4.88E-01;1.27E+01;11.60449886;11.77774811;11.31087399;11.40884686
1.59E+01;304;3.50E-04;-1.52E+00;-2.32E+00;-1.24E+00;4.51E-01;1.28E+01;11.71300507;11.91749382;11.33502197;11.43557835
1.59E+01;304;3.50E-04;-1.58E+00;-2.42E+00;-1.18E+00;3.46E-01;1.29E+01;12.01150036;12.0062561;11.3641119;11.45528698
1.59E+01;304;3.50E-04;-1.63E+00;-2.43E+00;-1.14E+00;3.53E-01;1.30E+01;11.91450405;12.48500729;11.39405727;11.54644966
1.59E+01;304;3.50E-04;-1.69E+00;-2.49E+00;-1.10E+00;3.22E-01;1.31E+01;12.27974319;12.72550392;11.44484615;11.61566067
1.59E+01;304;3.50E-04;-1.76E+00;-2.60E+00;-1.05E+00;2.14E-01;1.32E+01;12.77475071;12.99523449;11.65662956;11.79106236
1.59E+01;304;3.50E-04;-1.82E+00;-2.62E+00;-1.01E+00;2.31E-01;1.33E+01;12.69250298;13.1157217;11.83580685;11.98741436
1.59E+01;304;3.50E-04;-1.89E+00;-2.68E+00;-9.82E-01;2.04E-01;1.35E+01;12.8562479;13.18297005;11.95942974;12.11800575
1.59E+01;304;3.50E-04;-1.96E+00;-2.80E+00;-9.30E-01;9.90E-02;1.36E+01;13.28649521;13.28126526;12.22801876;12.25640202
1.59E+01;304;3.50E-04;-2.03E+00;-2.81E+00;-9.09E-01;1.36E-01;1.37E+01;13.12747669;13.39326859;12.40149975;12.43368816
1.59E+01;304;3.50E-04;-2.10E+00;-2.88E+00;-8.70E-01;1.04E-01;1.38E+01;13.28024006;13.46925735;12.4427433;12.49826241
1.59E+01;304;3.50E-04;-2.18E+00;-3.01E+00;-8.30E-01;1.70E-02;1.39E+01;13.55126095;13.57922459;12.57778835;12.60666466
1.59E+01;304;3.50E-04;-2.25E+00;-3.01E+00;-8.12E-01;6.89E-02;1.40E+01;13.47276306;13.58222389;12.72028255;12.76985645
1.59E+01;314;3.50E-04;-1.99E-01;-4.89E-01;-4.90E-01;1.99E-01;1.04E+01;10.50847054;10.49696827;10.48775482;10.41730595
1.59E+01;314;3.50E-04;-2.49E-01;-6.00E-01;-6.02E-01;2.50E-01;1.06E+01;10.69122982;10.67323112;10.57049656;10.48121643
1.59E+01;314;3.50E-04;-3.08E-01;-7.26E-01;-7.32E-01;3.13E-01;1.07E+01;10.76124477;10.70573711;10.75085735;10.5505991
1.59E+01;314;3.50E-04;-3.76E-01;-8.67E-01;-8.81E-01;3.89E-01;1.08E+01;10.97052479;10.93477917;10.82763195;10.71059227
1.59E+01;314;3.50E-04;-4.52E-01;-1.02E+00;-1.05E+00;4.78E-01;1.09E+01;11.05427265;11.01527405;10.9387722;10.78271866
1.59E+01;314;3.50E-04;-5.35E-01;-1.18E+00;-1.24E+00;5.89E-01;1.10E+01;11.28000355;11.18675995;11.06533241;10.87752724
1.59E+01;314;3.50E-04;-6.20E-01;-1.37E+00;-1.43E+00;6.67E-01;1.11E+01;11.2749939;11.31081676;11.08173084;11.00494576
1.59E+01;314;3.50E-04;-7.02E-01;-1.52E+00;-1.61E+00;7.85E-01;1.12E+01;11.37438488;11.37676334;11.18127251;11.05920506
1.59E+01;314;3.50E-04;-7.76E-01;-1.62E+00;-1.76E+00;9.02E-01;1.13E+01;11.48263264;11.46880913;11.21924114;11.17960262
1.59E+01;314;3.50E-04;-8.35E-01;-1.66E+00;-1.88E+00;1.04E+00;1.14E+01;11.61488438;11.5704174;11.2518425;11.24079609
1.59E+01;314;3.50E-04;-8.76E-01;-1.70E+00;-1.94E+00;1.10E+00;1.15E+01;11.5965929;11.56454563;11.25928879;11.25195885
1.59E+01;314;3.50E-04;-8.97E-01;-1.75E+00;-1.92E+00;1.06E+00;1.16E+01;11.61726284;11.56721878;11.30068588;11.25649166
1.59E+01;314;3.50E-04;-9.00E-01;-1.72E+00;-1.84E+00;1.01E+00;1.17E+01;11.62701225;11.56554604;11.27777958;11.25649166
1.59E+01;314;3.50E-04;-8.91E-01;-1.64E+00;-1.72E+00;9.66E-01;1.18E+01;11.61572456;11.53331375;11.23711395;11.2525444
1.59E+01;314;3.50E-04;-8.75E-01;-1.59E+00;-1.60E+00;8.75E-01;1.20E+01;11.5096817;11.47412205;11.20155048;11.25195885
1.59E+01;314;3.50E-04;-8.59E-01;-1.60E+00;-1.49E+00;7.45E-01;1.21E+01;11.41689777;11.43776226;11.22079372;11.24849796
1.59E+01;314;3.50E-04;-8.47E-01;-1.53E+00;-1.40E+00;7.19E-01;1.22E+01;11.63273811;11.48573875;11.1989069;11.24388695
1.59E+01;314;3.50E-04;-8.43E-01;-1.51E+00;-1.35E+00;6.79E-01;1.23E+01;11.68074036;11.51374245;11.19262695;11.24342155
1.59E+01;314;3.50E-04;-8.46E-01;-1.50E+00;-1.30E+00;6.39E-01;1.24E+01;11.78074455;11.67950249;11.18495274;11.24435234
1.59E+01;314;3.50E-04;-8.55E-01;-1.55E+00;-1.24E+00;5.44E-01;1.25E+01;11.73775768;11.79450417;11.19065189;11.24911785
1.59E+01;314;3.50E-04;-8.70E-01;-1.51E+00;-1.19E+00;5.51E-01;1.26E+01;11.75701618;11.78476143;11.19332504;11.25126076
1.59E+01;314;3.50E-04;-8.89E-01;-1.53E+00;-1.15E+00;5.16E-01;1.27E+01;11.71826172;11.81875992;11.20076847;11.25324249
1.59E+01;314;3.50E-04;-9.12E-01;-1.59E+00;-1.09E+00;4.13E-01;1.28E+01;11.91550922;11.84975529;11.21329689;11.28777981
1.59E+01;314;3.50E-04;-9.36E-01;-1.56E+00;-1.04E+00;4.19E-01;1.29E+01;11.86976051;11.86575508;11.21867847;11.31898594
1.59E+01;314;3.50E-04;-9.63E-01;-1.58E+00;-1.00E+00;3.87E-01;1.30E+01;12.08075142;11.88876629;11.22705173;11.34654331
1.59E+01;314;3.50E-04;-9.92E-01;-1.66E+00;-9.44E-01;2.80E-01;1.31E+01;12.25776577;12.02576637;11.33221626;11.39464283
1.59E+01;314;3.50E-04;-1.02E+00;-1.63E+00;-9.01E-01;2.97E-01;1.32E+01;11.97202206;12.03351498;11.36554623;11.43423367
1.59E+01;314;3.50E-04;-1.05E+00;-1.65E+00;-8.61E-01;2.64E-01;1.33E+01;12.2355175;12.12175751;11.43365192;11.49251652
1.59E+01;314;3.50E-04;-1.09E+00;-1.73E+00;-8.06E-01;1.65E-01;1.35E+01;12.83822536;12.19025898;11.49879932;11.5162468
1.59E+01;314;3.50E-04;-1.12E+00;-1.70E+00;-7.79E-01;2.00E-01;1.36E+01;12.15724182;11.90925503;11.5162096;11.59901047
1.59E+01;314;3.50E-04;-1.16E+00;-1.73E+00;-7.32E-01;1.63E-01;1.37E+01;12.37947178;12.15049076;11.59042358;11.70509911
1.59E+01;314;3.50E-04;-1.19E+00;-1.76E+00;-6.91E-01;1.32E-01;1.38E+01;12.40797234;12.22797394;11.68852806;11.80838299
1.59E+01;314;3.50E-04;-1.23E+00;-1.77E+00;-6.63E-01;1.27E-01;1.39E+01;12.11797905;12.17047691;12.08036995;12.10832977
1.59E+01;314;3.50E-04;-1.27E+00;-1.84E+00;-6.15E-01;4.40E-02;1.40E+01;12.3612318;12.1597271;12.21140099;12.20937347
1.59E+01;324;3.50E-04;-1.03E-01;-3.49E-01;-4.75E-01;2.28E-01;1.04E+01;10.50446987;10.49897099;10.42710304;10.34266758
1.59E+01;324;3.50E-04;-1.31E-01;-4.29E-01;-5.84E-01;2.86E-01;1.06E+01;10.69873047;10.67797947;10.56623173;10.42519855
1.59E+01;324;3.50E-04;-1.65E-01;-5.19E-01;-7.12E-01;3.56E-01;1.07E+01;10.71798801;10.68348217;10.68728638;10.50725555
1.59E+01;324;3.50E-04;-2.04E-01;-6.19E-01;-8.58E-01;4.40E-01;1.08E+01;10.94527531;10.89786816;10.7936964;10.61432171
1.59E+01;324;3.50E-04;-2.46E-01;-7.26E-01;-1.03E+00;5.44E-01;1.09E+01;11.03677464;10.98352814;10.859231;10.68048382
1.59E+01;324;3.50E-04;-2.91E-01;-8.33E-01;-1.21E+00;6.62E-01;1.10E+01;11.20725155;11.08251095;10.95046806;10.73371601
1.59E+01;324;3.50E-04;-3.35E-01;-9.77E-01;-1.40E+00;7.48E-01;1.11E+01;11.27374554;11.26824856;10.9771862;10.9357996
1.59E+01;324;3.50E-04;-3.76E-01;-1.02E+00;-1.57E+00;9.16E-01;1.12E+01;11.43171978;11.29875946;11.02906895;10.92224503
1.59E+01;324;3.50E-04;-4.10E-01;-1.07E+00;-1.72E+00;1.04E+00;1.13E+01;11.51202011;11.36626816;11.11800289;10.96630478
1.59E+01;324;3.50E-04;-4.32E-01;-1.10E+00;-1.82E+00;1.13E+00;1.14E+01;11.53776646;11.40376472;11.11002254;10.98651409
1.59E+01;324;3.50E-04;-4.40E-01;-1.14E+00;-1.86E+00;1.14E+00;1.15E+01;11.54601383;11.40776157;11.13087463;11.01097584
1.59E+01;324;3.50E-04;-4.34E-01;-1.07E+00;-1.83E+00;1.17E+00;1.16E+01;11.549016;11.41251278;11.10513878;11.00009441
1.59E+01;324;3.50E-04;-4.16E-01;-1.01E+00;-1.72E+00;1.11E+00;1.17E+01;11.54656982;11.37476635;11.02543449;10.98455048
1.59E+01;324;3.50E-04;-3.90E-01;-9.53E-01;-1.60E+00;1.02E+00;1.18E+01;11.55032158;11.37401104;10.93122959;10.93694401
1.59E+01;324;3.50E-04;-3.60E-01;-9.39E-01;-1.46E+00;8.73E-01;1.20E+01;11.37425995;11.30775166;10.95820332;11.0015049
1.59E+01;324;3.50E-04;-3.30E-01;-8.37E-01;-1.34E+00;8.27E-01;1.21E+01;11.48850441;11.36200523;11.0887537;10.8899374
1.59E+01;324;3.50E-04;-3.04E-01;-7.84E-01;-1.25E+00;7.65E-01;1.22E+01;11.29225445;11.12901115;10.8711338;10.75181866
1.59E+01;324;3.50E-04;-2.83E-01;-7.46E-01;-1.19E+00;7.20E-01;1.23E+01;11.28000641;11.08826733;10.86677456;10.73029137
1.59E+01;324;3.50E-04;-2.66E-01;-7.17E-01;-1.12E+00;6.67E-01;1.24E+01;11.2097578;11.03802967;10.83593273;10.70588017
1.59E+01;324;3.50E-04;-2.52E-01;-6.83E-01;-1.06E+00;6.25E-01;1.25E+01;11.08252048;11.03477669;10.78510761;10.68465805
1.59E+01;324;3.50E-04;-2.41E-01;-6.57E-01;-1.01E+00;5.93E-01;1.26E+01;11.04927158;10.96281052;10.77594376;10.67701817
1.59E+01;324;3.50E-04;-2.32E-01;-6.84E-01;-9.51E-01;4.95E-01;1.27E+01;11.05377579;10.95127583;10.78398132;10.66802025
1.59E+01;324;3.50E-04;-2.24E-01;-6.13E-01;-8.88E-01;4.95E-01;1.28E+01;10.99027061;10.8571167;10.727808;10.65679359
1.59E+01;324;3.50E-04;-2.16E-01;-5.91E-01;-8.44E-01;4.65E-01;1.29E+01;10.98677444;10.87486649;10.69475937;10.64698505
1.59E+01;324;3.50E-04;-2.09E-01;-6.20E-01;-7.77E-01;3.63E-01;1.30E+01;10.79301548;10.77050209;10.79943466;10.64042664
1.59E+01;324;3.50E-04;-2.02E-01;-5.48E-01;-7.23E-01;3.74E-01;1.31E+01;10.74799728;10.69648361;10.67638683;10.61442184
1.59E+01;324;3.50E-04;-1.95E-01;-5.27E-01;-6.75E-01;3.41E-01;1.32E+01;10.72823524;10.6962328;10.66934395;10.60867405
1.59E+01;324;3.50E-04;-1.88E-01;-5.08E-01;-6.15E-01;2.93E-01;1.33E+01;10.71347904;10.68797874;10.64140511;10.5712719
1.59E+01;324;3.50E-04;-1.81E-01;-4.80E-01;-5.77E-01;2.77E-01;1.35E+01;10.70648098;10.68397808;10.60053539;10.53433895
1.59E+01;324;3.50E-04;-1.75E-01;-4.57E-01;-5.24E-01;2.40E-01;1.36E+01;10.57846737;10.5619688;10.56420612;10.52618217
1.59E+01;324;3.50E-04;-1.68E-01;-4.32E-01;-4.74E-01;2.10E-01;1.37E+01;10.51896572;10.50321579;10.5273428;10.52014637
1.59E+01;324;3.50E-04;-1.62E-01;-3.99E-01;-4.38E-01;2.00E-01;1.38E+01;10.50647068;10.65246773;10.44428921;10.50530815
1.59E+01;324;3.50E-04;-1.56E-01;-4.21E-01;-3.88E-01;1.24E-01;1.39E+01;10.35402107;10.36101151;10.50112438;10.48811913
1.59E+01;324;3.50E-04;-1.50E-01;-3.30E-01;-3.52E-01;1.71E-01;1.40E+01;10.33252048;10.3112793;10.33303356;10.47978687
1.59E+01;334;3.50E-04;-3.51E-02;-2.52E-01;-4.71E-01;2.54E-01;1.04E+01;10.57273197;10.60323143;10.37772655;10.23246384
1.59E+01;334;3.50E-04;-4.95E-02;-3.10E-01;-5.80E-01;3.18E-01;1.06E+01;10.85623455;10.89422607;10.55707169;10.29193115
1.59E+01;334;3.50E-04;-6.59E-02;-3.76E-01;-7.08E-01;3.95E-01;1.07E+01;10.9362402;10.7482338;10.57517815;10.41342449
1.59E+01;334;3.50E-04;-8.39E-02;-4.47E-01;-8.59E-01;4.91E-01;1.08E+01;11.70276165;11.64975834;10.69341564;10.43822098
1.59E+01;334;3.50E-04;-1.03E-01;-5.22E-01;-1.03E+00;6.05E-01;1.09E+01;11.50251389;11.41776562;10.79377747;10.52007866
1.59E+01;334;3.50E-04;-1.21E-01;-6.33E-01;-1.21E+00;6.91E-01;1.10E+01;11.43651104;11.37251377;10.89759827;10.56087971
1.59E+01;334;3.50E-04;-1.37E-01;-6.52E-01;-1.39E+00;8.66E-01;1.11E+01;11.32395077;11.3094492;10.90621948;10.62548923
1.59E+01;334;3.50E-04;-1.49E-01;-6.88E-01;-1.56E+00;1.01E+00;1.12E+01;11.4146328;11.36376762;10.90395164;10.64999962
1.59E+01;334;3.50E-04;-1.53E-01;-7.05E-01;-1.69E+00;1.12E+00;1.13E+01;11.4396286;11.37226677;10.95105362;10.68185139
1.59E+01;334;3.50E-04;-1.47E-01;-7.40E-01;-1.79E+00;1.17E+00;1.14E+01;11.41313076;11.36726284;11.036623;10.64731598
1.59E+01;334;3.50E-04;-1.31E-01;-7.08E-01;-1.81E+00;1.21E+00;1.15E+01;11.40987873;11.37576294;10.95923328;10.60534382
1.59E+01;334;3.50E-04;-1.05E-01;-6.07E-01;-1.76E+00;1.24E+00;1.16E+01;11.4286375;11.4477644;10.88349438;10.52412319
1.59E+01;334;3.50E-04;-7.18E-02;-5.36E-01;-1.64E+00;1.16E+00;1.17E+01;11.47176266;11.60151291;10.86858177;10.39855289
1.59E+01;334;3.50E-04;-3.35E-02;-5.08E-01;-1.50E+00;1.01E+00;1.18E+01;11.45776463;11.62401199;10.9456377;10.2106142
1.59E+01;334;3.50E-04;5.91E-03;-3.90E-01;-1.36E+00;9.50E-01;1.20E+01;11.46751499;11.67701435;10.91179562;10.10371304
1.59E+01;334;3.50E-04;4.39E-02;-3.18E-01;-1.23E+00;8.60E-01;1.21E+01;11.46676064;11.63651371;11.24207687;11.29985046
1.59E+01;334;3.50E-04;7.91E-02;-2.57E-01;-1.15E+00;8.01E-01;1.22E+01;11.42801189;11.58701229;12.06456184;12.30614471
1.59E+01;334;3.50E-04;1.11E-01;-2.04E-01;-1.07E+00;7.43E-01;1.23E+01;11.42026138;11.62051773;12.81178474;13.07327843
1.59E+01;334;3.50E-04;1.42E-01;-1.49E-01;-9.89E-01;6.92E-01;1.24E+01;11.7280035;11.68374634;13.06326294;13.28258038
1.59E+01;334;3.50E-04;1.70E-01;-1.00E-01;-9.39E-01;6.61E-01;1.25E+01;11.88774681;11.9327383;13.41258335;13.28709793
1.59E+01;334;3.50E-04;1.99E-01;-5.65E-02;-8.70E-01;6.09E-01;1.26E+01;12.02624989;12.09974289;12.80211449;13.06174469
1.59E+01;334;3.50E-04;2.27E-01;-4.25E-03;-7.98E-01;5.62E-01;1.27E+01;12.28174591;12.48350143;11.99953747;13.0789156
1.59E+01;334;3.50E-04;2.55E-01;4.45E-02;-7.49E-01;5.34E-01;1.28E+01;12.43799114;12.63675117;11.96302795;12.87153625
1.59E+01;334;3.50E-04;2.85E-01;8.94E-02;-6.77E-01;4.78E-01;1.29E+01;12.45048046;12.76624775;11.95767784;12.6663475
1.59E+01;334;3.50E-04;3.15E-01;1.43E-01;-6.14E-01;4.40E-01;1.30E+01;12.44598293;12.87248898;11.99209499;12.52160168
1.59E+01;334;3.50E-04;3.46E-01;1.96E-01;-5.59E-01;4.06E-01;1.31E+01;12.56573105;12.95948601;11.96651077;12.37819195
1.59E+01;334;3.50E-04;3.79E-01;2.47E-01;-4.95E-01;3.61E-01;1.32E+01;12.54199123;13.27923012;11.99256039;12.0380106
1.59E+01;334;3.50E-04;4.12E-01;3.05E-01;-4.49E-01;3.39E-01;1.33E+01;12.66448784;13.32697678;11.97791004;12.03149414
1.59E+01;334;3.50E-04;4.46E-01;3.62E-01;-3.89E-01;3.03E-01;1.35E+01;13.08648682;13.54073715;12.01465511;12.03346157
1.59E+01;334;3.50E-04;4.80E-01;4.22E-01;-3.33E-01;2.73E-01;1.36E+01;13.09323883;13.65274429;12.01650906;12.02098274
1.59E+01;334;3.50E-04;5.16E-01;4.85E-01;-2.89E-01;2.57E-01;1.37E+01;13.04549313;13.64125156;12.05628109;12.03610897
1.59E+01;334;3.50E-04;5.51E-01;5.50E-01;-2.36E-01;2.34E-01;1.38E+01;13.08249187;13.69749832;12.0714035;12.04447079
1.59E+01;334;3.50E-04;5.87E-01;6.20E-01;-1.91E-01;2.25E-01;1.39E+01;13.07598591;13.66974735;12.04117107;12.06230545
1.59E+01;334;3.50E-04;6.23E-01;6.97E-01;-1.39E-01;2.13E-01;1.40E+01;13.3347311;13.52124786;11.93676949;12.08858013

