delta fi L
222 120 -5.608E-3
222 122 -5.074E-3
222 124 -4.521E-3
222 126 -3.951E-3
222 128 -3.367E-3
222 130 -2.773E-3
222 132 -2.171E-3
222 134 -1.563E-3
222 136 -9.533E-4
222 138 -3.443E-4
222 140 2.609E-4
222 142 8.593E-4
222 144 1.448E-3
222 146 2.024E-3
222 148 2.585E-3
222 150 3.128E-3
222 152 3.649E-3
222 154 4.148E-3
222 156 4.620E-3
222 158 5.063E-3
222 160 5.477E-3
222 162 5.857E-3
222 164 6.203E-3
222 166 6.512E-3
222 168 6.783E-3
222 170 7.015E-3
222 172 7.207E-3
222 174 7.357E-3
222 176 7.464E-3
222 178 7.529E-3
222 180 7.551E-3
224 0 7.462E-3
224 2 7.440E-3
224 4 7.376E-3
224 6 7.270E-3
224 8 7.122E-3
224 10 6.933E-3
224 12 6.704E-3
224 14 6.436E-3
224 16 6.130E-3
224 18 5.788E-3
224 20 5.413E-3
224 22 5.004E-3
224 24 4.566E-3
224 26 4.099E-3
224 28 3.607E-3
224 30 3.092E-3
224 32 2.556E-3
224 34 2.001E-3
224 36 1.432E-3
224 38 8.502E-4
224 40 2.588E-4
224 42 -3.392E-4
224 44 -9.410E-4
224 46 -1.544E-3
224 48 -2.144E-3
224 50 -2.739E-3
224 52 -3.327E-3
224 54 -3.903E-3
224 56 -4.466E-3
224 58 -5.013E-3
224 60 -5.541E-3
224 62 -6.048E-3
224 64 -6.530E-3
224 66 -6.987E-3
224 68 -7.416E-3
224 70 -7.814E-3
224 72 -8.180E-3
224 74 -8.513E-3
224 76 -8.810E-3
224 78 -9.070E-3
224 80 -9.293E-3
224 82 -9.476E-3
224 84 -9.619E-3
224 86 -9.722E-3
224 88 -9.784E-3
224 90 -9.805E-3
224 92 -9.784E-3
224 94 -9.722E-3
224 96 -9.619E-3
224 98 -9.476E-3
224 100 -9.293E-3
224 102 -9.070E-3
224 104 -8.810E-3
224 106 -8.513E-3
224 108 -8.180E-3
224 110 -7.814E-3
224 112 -7.416E-3
224 114 -6.987E-3
224 116 -6.530E-3
224 118 -6.048E-3
224 120 -5.541E-3
224 122 -5.013E-3
224 124 -4.466E-3
224 126 -3.903E-3
224 128 -3.327E-3
224 130 -2.739E-3
224 132 -2.144E-3
224 134 -1.544E-3
224 136 -9.410E-4
224 138 -3.392E-4
224 140 2.588E-4
224 142 8.502E-4
224 144 1.432E-3
224 146 2.001E-3
224 148 2.556E-3
224 150 3.092E-3
224 152 3.607E-3
224 154 4.099E-3
224 156 4.566E-3
224 158 5.004E-3
224 160 5.413E-3
224 162 5.788E-3
224 164 6.130E-3
224 166 6.436E-3
224 168 6.704E-3
224 170 6.933E-3
224 172 7.122E-3
224 174 7.270E-3
224 176 7.376E-3
224 178 7.440E-3
224 180 7.462E-3
226 0 7.370E-3
226 2 7.349E-3
226 4 7.285E-3
226 6 7.180E-3
226 8 7.034E-3
226 10 6.847E-3
226 12 6.621E-3
226 14 6.356E-3
226 16 6.054E-3
226 18 5.717E-3
226 20 5.346E-3
226 22 4.943E-3
226 24 4.510E-3
226 26 4.049E-3
226 28 3.563E-3
226 30 3.054E-3
226 32 2.525E-3
226 34 1.978E-3
226 36 1.415E-3
226 38 8.408E-4
226 40 2.567E-4
226 42 -3.339E-4
226 44 -9.282E-4
226 46 -1.523E-3
226 48 -2.116E-3
226 50 -2.704E-3
226 52 -3.284E-3
226 54 -3.854E-3
226 56 -4.410E-3
226 58 -4.950E-3
226 60 -5.472E-3
226 62 -5.972E-3
226 64 -6.449E-3
226 66 -6.900E-3
226 68 -7.323E-3
226 70 -7.717E-3
226 72 -8.079E-3
226 74 -8.407E-3
226 76 -8.700E-3
226 78 -8.958E-3
226 80 -9.177E-3
226 82 -9.358E-3
226 84 -9.500E-3
226 86 -9.602E-3
226 88 -9.663E-3
226 90 -9.683E-3
226 92 -9.663E-3
226 94 -9.602E-3
226 96 -9.500E-3
226 98 -9.358E-3
226 100 -9.177E-3
226 102 -8.958E-3
226 104 -8.700E-3
226 106 -8.407E-3
226 108 -8.079E-3
226 110 -7.717E-3
226 112 -7.323E-3
226 114 -6.900E-3
226 116 -6.449E-3
226 118 -5.972E-3
226 120 -5.472E-3
226 122 -4.950E-3
226 124 -4.410E-3
226 126 -3.854E-3
226 128 -3.284E-3
226 130 -2.704E-3
226 132 -2.116E-3
226 134 -1.523E-3
226 136 -9.282E-4
226 138 -3.339E-4
226 140 2.567E-4
226 142 8.408E-4
226 144 1.415E-3
226 146 1.978E-3
226 148 2.525E-3
226 150 3.054E-3
226 152 3.563E-3
226 154 4.049E-3
226 156 4.510E-3
226 158 4.943E-3
226 160 5.346E-3
226 162 5.717E-3
226 164 6.054E-3
226 166 6.356E-3
226 168 6.621E-3
226 170 6.847E-3
226 172 7.034E-3
226 174 7.180E-3
226 176 7.285E-3
226 178 7.349E-3
226 180 7.370E-3
228 0 7.274E-3
228 2 7.254E-3
228 4 7.191E-3
228 6 7.087E-3
228 8 6.943E-3
228 10 6.759E-3
228 12 6.536E-3
228 14 6.274E-3
228 16 5.976E-3
228 18 5.644E-3
228 20 5.277E-3
228 22 4.880E-3
228 24 4.452E-3
228 26 3.998E-3
228 28 3.518E-3
228 30 3.016E-3
228 32 2.493E-3
228 34 1.953E-3
228 36 1.398E-3
228 38 8.309E-4
228 40 2.545E-4
228 42 -3.284E-4
228 44 -9.150E-4
228 46 -1.502E-3
228 48 -2.088E-3
228 50 -2.668E-3
228 52 -3.241E-3
228 54 -3.803E-3
228 56 -4.352E-3
228 58 -4.885E-3
228 60 -5.400E-3
228 62 -5.894E-3
228 64 -6.364E-3
228 66 -6.810E-3
228 68 -7.228E-3
228 70 -7.616E-3
228 72 -7.973E-3
228 74 -8.297E-3
228 76 -8.587E-3
228 78 -8.841E-3
228 80 -9.058E-3
228 82 -9.237E-3
228 84 -9.376E-3
228 86 -9.477E-3
228 88 -9.537E-3
228 90 -9.558E-3
228 92 -9.537E-3
228 94 -9.477E-3
228 96 -9.376E-3
228 98 -9.237E-3
228 100 -9.058E-3
228 102 -8.841E-3
228 104 -8.587E-3
228 106 -8.297E-3
228 108 -7.973E-3
228 110 -7.616E-3
228 112 -7.228E-3
228 114 -6.810E-3
228 116 -6.364E-3
228 118 -5.894E-3
228 120 -5.400E-3
228 122 -4.885E-3
228 124 -4.352E-3
228 126 -3.803E-3
228 128 -3.241E-3
228 130 -2.668E-3
228 132 -2.088E-3
228 134 -1.502E-3
228 136 -9.150E-4
228 138 -3.284E-4
228 140 2.545E-4
228 142 8.309E-4
228 144 1.398E-3
228 146 1.953E-3
228 148 2.493E-3
228 150 3.016E-3
228 152 3.518E-3
228 154 3.998E-3
228 156 4.452E-3
228 158 4.880E-3
228 160 5.277E-3
228 162 5.644E-3
228 164 5.976E-3
228 166 6.274E-3
228 168 6.536E-3
228 170 6.759E-3
228 172 6.943E-3
228 174 7.087E-3
228 176 7.191E-3
228 178 7.254E-3
228 180 7.274E-3
230 0 7.176E-3
230 2 7.155E-3
230 4 7.094E-3
230 6 6.992E-3
230 8 6.849E-3
230 10 6.668E-3
230 12 6.447E-3
230 14 6.190E-3
230 16 5.896E-3
230 18 5.568E-3
230 20 5.206E-3
230 22 4.814E-3
230 24 4.393E-3
230 26 3.944E-3
230 28 3.471E-3
230 30 2.976E-3
230 32 2.460E-3
230 34 1.928E-3
230 36 1.380E-3
230 38 8.208E-4
230 40 2.522E-4
230 42 -3.228E-4
230 44 -9.015E-4
230 46 -1.481E-3
230 48 -2.058E-3
230 50 -2.631E-3
230 52 -3.196E-3
230 54 -3.750E-3
230 56 -4.292E-3
230 58 -4.818E-3
230 60 -5.325E-3
230 62 -5.813E-3
230 64 -6.277E-3
230 66 -6.717E-3
230 68 -7.129E-3
230 70 -7.512E-3
230 72 -7.864E-3
230 74 -8.184E-3
230 76 -8.470E-3
230 78 -8.721E-3
230 80 -8.935E-3
230 82 -9.111E-3
230 84 -9.249E-3
230 86 -9.348E-3
230 88 -9.408E-3
230 90 -9.428E-3
230 92 -9.408E-3
230 94 -9.348E-3
230 96 -9.249E-3
230 98 -9.111E-3
230 100 -8.935E-3
230 102 -8.721E-3
230 104 -8.470E-3
230 106 -8.184E-3
230 108 -7.864E-3
230 110 -7.512E-3
230 112 -7.129E-3
230 114 -6.717E-3
230 116 -6.277E-3
230 118 -5.813E-3
230 120 -5.325E-3
230 122 -4.818E-3
230 124 -4.292E-3
230 126 -3.750E-3
230 128 -3.196E-3
230 130 -2.631E-3
230 132 -2.058E-3
230 134 -1.481E-3
230 136 -9.015E-4
230 138 -3.228E-4
230 140 2.522E-4
230 142 8.208E-4
230 144 1.380E-3
230 146 1.928E-3
230 148 2.460E-3
230 150 2.976E-3
230 152 3.471E-3
230 154 3.944E-3
230 156 4.393E-3
230 158 4.814E-3
230 160 5.206E-3
230 162 5.568E-3
230 164 5.896E-3
230 166 6.190E-3
230 168 6.447E-3
230 170 6.668E-3
230 172 6.849E-3
230 174 6.992E-3
230 176 7.094E-3
230 178 7.155E-3
230 180 7.176E-3
232 0 7.074E-3
232 2 7.054E-3
232 4 6.994E-3
232 6 6.893E-3
232 8 6.753E-3
232 10 6.573E-3
232 12 6.356E-3
232 14 6.102E-3
232 16 5.813E-3
232 18 5.489E-3
232 20 5.133E-3
232 22 4.747E-3
232 24 4.331E-3
232 26 3.889E-3
232 28 3.423E-3
232 30 2.934E-3
232 32 2.426E-3
232 34 1.901E-3
232 36 1.362E-3
232 38 8.103E-4
232 40 2.498E-4
232 42 -3.171E-4
232 44 -8.875E-4
232 46 -1.459E-3
232 48 -2.028E-3
232 50 -2.592E-3
232 52 -3.149E-3
232 54 -3.696E-3
232 56 -4.230E-3
232 58 -4.748E-3
232 60 -5.249E-3
232 62 -5.730E-3
232 64 -6.187E-3
232 66 -6.621E-3
232 68 -7.027E-3
232 70 -7.405E-3
232 72 -7.753E-3
232 74 -8.068E-3
232 76 -8.350E-3
232 78 -8.597E-3
232 80 -8.808E-3
232 82 -8.982E-3
232 84 -9.118E-3
232 86 -9.215E-3
232 88 -9.274E-3
232 90 -9.294E-3
232 92 -9.274E-3
232 94 -9.215E-3
232 96 -9.118E-3
232 98 -8.982E-3
232 100 -8.808E-3
232 102 -8.597E-3
232 104 -8.350E-3
232 106 -8.068E-3
232 108 -7.753E-3
232 110 -7.405E-3
232 112 -7.027E-3
232 114 -6.621E-3
232 116 -6.187E-3
232 118 -5.730E-3
232 120 -5.249E-3
232 122 -4.748E-3
232 124 -4.230E-3
232 126 -3.696E-3
232 128 -3.149E-3
232 130 -2.592E-3
232 132 -2.028E-3
232 134 -1.459E-3
232 136 -8.875E-4
232 138 -3.171E-4
232 140 2.498E-4
232 142 8.103E-4
232 144 1.362E-3
232 146 1.901E-3
232 148 2.426E-3
232 150 2.934E-3
232 152 3.423E-3
232 154 3.889E-3
232 156 4.331E-3
232 158 4.747E-3
232 160 5.133E-3
232 162 5.489E-3
232 164 5.813E-3
232 166 6.102E-3
232 168 6.356E-3
232 170 6.573E-3
232 172 6.753E-3
232 174 6.893E-3
232 176 6.994E-3
232 178 7.054E-3
232 180 7.074E-3
234 0 6.970E-3
234 2 6.950E-3
234 4 6.891E-3
234 6 6.791E-3
234 8 6.653E-3
234 10 6.477E-3
234 12 6.263E-3
234 14 6.013E-3
234 16 5.728E-3
234 18 5.409E-3
234 20 5.058E-3
234 22 4.677E-3
234 24 4.268E-3
234 26 3.833E-3
234 28 3.373E-3
234 30 2.892E-3
234 32 2.392E-3
234 34 1.874E-3
234 36 1.343E-3
234 38 7.994E-4
234 40 2.472E-4
234 42 -3.112E-4
234 44 -8.732E-4
234 46 -1.436E-3
234 48 -1.997E-3
234 50 -2.553E-3
234 52 -3.102E-3
234 54 -3.640E-3
234 56 -4.166E-3
234 58 -4.677E-3
234 60 -5.171E-3
234 62 -5.644E-3
234 64 -6.095E-3
234 66 -6.522E-3
234 68 -6.923E-3
234 70 -7.295E-3
234 72 -7.637E-3
234 74 -7.948E-3
234 76 -8.226E-3
234 78 -8.469E-3
234 80 -8.677E-3
234 82 -8.849E-3
234 84 -8.983E-3
234 86 -9.079E-3
234 88 -9.137E-3
234 90 -9.156E-3
234 92 -9.137E-3
234 94 -9.079E-3
234 96 -8.983E-3
234 98 -8.849E-3
234 100 -8.677E-3
234 102 -8.469E-3
234 104 -8.226E-3
234 106 -7.948E-3
234 108 -7.637E-3
234 110 -7.295E-3
234 112 -6.923E-3
234 114 -6.522E-3
234 116 -6.095E-3
234 118 -5.644E-3
234 120 -5.171E-3
234 122 -4.677E-3
234 124 -4.166E-3
234 126 -3.640E-3
234 128 -3.102E-3
234 130 -2.553E-3
234 132 -1.997E-3
234 134 -1.436E-3
234 136 -8.732E-4
234 138 -3.112E-4
234 140 2.472E-4
234 142 7.994E-4
234 144 1.343E-3
234 146 1.874E-3
234 148 2.392E-3
234 150 2.892E-3
234 152 3.373E-3
234 154 3.833E-3
234 156 4.268E-3
234 158 4.677E-3
234 160 5.058E-3
234 162 5.409E-3
234 164 5.728E-3
234 166 6.013E-3
234 168 6.263E-3
234 170 6.477E-3
234 172 6.653E-3
234 174 6.791E-3
234 176 6.891E-3
234 178 6.950E-3
234 180 6.970E-3
236 0 6.863E-3
236 2 6.844E-3
236 4 6.785E-3
236 6 6.687E-3
236 8 6.551E-3
236 10 6.377E-3
236 12 6.167E-3
236 14 5.921E-3
236 16 5.640E-3
236 18 5.326E-3
236 20 4.981E-3
236 22 4.606E-3
236 24 4.203E-3
236 26 3.775E-3
236 28 3.322E-3
236 30 2.849E-3
236 32 2.356E-3
236 34 1.847E-3
236 36 1.323E-3
236 38 7.883E-4
236 40 2.446E-4
236 42 -3.053E-4
236 44 -8.586E-4
236 46 -1.413E-3
236 48 -1.965E-3
236 50 -2.512E-3
236 52 -3.053E-3
236 54 -3.583E-3
236 56 -4.101E-3
236 58 -4.604E-3
236 60 -5.090E-3
236 62 -5.556E-3
236 64 -6.001E-3
236 66 -6.421E-3
236 68 -6.816E-3
236 70 -7.182E-3
236 72 -7.519E-3
236 74 -7.825E-3
236 76 -8.099E-3
236 78 -8.339E-3
236 80 -8.543E-3
236 82 -8.712E-3
236 84 -8.844E-3
236 86 -8.939E-3
236 88 -8.996E-3
236 90 -9.015E-3
236 92 -8.996E-3
236 94 -8.939E-3
236 96 -8.844E-3
236 98 -8.712E-3
236 100 -8.543E-3
236 102 -8.339E-3
236 104 -8.099E-3
236 106 -7.825E-3
236 108 -7.519E-3
236 110 -7.182E-3
236 112 -6.816E-3
236 114 -6.421E-3
236 116 -6.001E-3
236 118 -5.556E-3
236 120 -5.090E-3
236 122 -4.604E-3
236 124 -4.101E-3
236 126 -3.583E-3
236 128 -3.053E-3
236 130 -2.512E-3
236 132 -1.965E-3
236 134 -1.413E-3
236 136 -8.586E-4
236 138 -3.053E-4
236 140 2.446E-4
236 142 7.883E-4
236 144 1.323E-3
236 146 1.847E-3
236 148 2.356E-3
236 150 2.849E-3
236 152 3.322E-3
236 154 3.775E-3
236 156 4.203E-3
236 158 4.606E-3
236 160 4.981E-3
236 162 5.326E-3
236 164 5.640E-3
236 166 5.921E-3
236 168 6.167E-3
236 170 6.377E-3
236 172 6.551E-3
236 174 6.687E-3
236 176 6.785E-3
236 178 6.844E-3
236 180 6.863E-3
238 0 6.754E-3
238 2 6.734E-3
238 4 6.677E-3
238 6 6.580E-3
238 8 6.447E-3
238 10 6.276E-3
238 12 6.069E-3
238 14 5.826E-3
238 16 5.550E-3
238 18 5.242E-3
238 20 4.902E-3
238 22 4.533E-3
238 24 4.137E-3
238 26 3.715E-3
238 28 3.270E-3
238 30 2.804E-3
238 32 2.319E-3
238 34 1.818E-3
238 36 1.303E-3
238 38 7.768E-4
238 40 2.419E-4
238 42 -2.992E-4
238 44 -8.437E-4
238 46 -1.389E-3
238 48 -1.932E-3
238 50 -2.471E-3
238 52 -3.003E-3
238 54 -3.525E-3
238 56 -4.034E-3
238 58 -4.530E-3
238 60 -5.008E-3
238 62 -5.466E-3
238 64 -5.904E-3
238 66 -6.317E-3
238 68 -6.706E-3
238 70 -7.067E-3
238 72 -7.398E-3
238 74 -7.700E-3
238 76 -7.969E-3
238 78 -8.205E-3
238 80 -8.406E-3
238 82 -8.572E-3
238 84 -8.702E-3
238 86 -8.796E-3
238 88 -8.852E-3
238 90 -8.871E-3
238 92 -8.852E-3
238 94 -8.796E-3
238 96 -8.702E-3
238 98 -8.572E-3
238 100 -8.406E-3
238 102 -8.205E-3
238 104 -7.969E-3
238 106 -7.700E-3
238 108 -7.398E-3
238 110 -7.067E-3
238 112 -6.706E-3
238 114 -6.317E-3
238 116 -5.904E-3
238 118 -5.466E-3
238 120 -5.008E-3
238 122 -4.530E-3
238 124 -4.034E-3
238 126 -3.525E-3
238 128 -3.003E-3
238 130 -2.471E-3
238 132 -1.932E-3
238 134 -1.389E-3
238 136 -8.437E-4
238 138 -2.992E-4
238 140 2.419E-4
238 142 7.768E-4
238 144 1.303E-3
238 146 1.818E-3
238 148 2.319E-3
238 150 2.804E-3
238 152 3.270E-3
238 154 3.715E-3
238 156 4.137E-3
238 158 4.533E-3
238 160 4.902E-3
238 162 5.242E-3
238 164 5.550E-3
238 166 5.826E-3
238 168 6.069E-3
238 170 6.276E-3
238 172 6.447E-3
238 174 6.580E-3
238 176 6.677E-3
238 178 6.734E-3
238 180 6.754E-3
240 0 6.642E-3
240 2 6.623E-3
240 4 6.566E-3
240 6 6.471E-3
240 8 6.340E-3
240 10 6.172E-3
240 12 5.968E-3
240 14 5.730E-3
240 16 5.458E-3
240 18 5.155E-3
240 20 4.821E-3
240 22 4.458E-3
240 24 4.069E-3
240 26 3.654E-3
240 28 3.217E-3
240 30 2.758E-3
240 32 2.282E-3
240 34 1.789E-3
240 36 1.283E-3
240 38 7.651E-4
240 40 2.390E-4
240 42 -2.930E-4
240 44 -8.284E-4
240 46 -1.365E-3
240 48 -1.899E-3
240 50 -2.429E-3
240 52 -2.952E-3
240 54 -3.465E-3
240 56 -3.966E-3
240 58 -4.453E-3
240 60 -4.923E-3
240 62 -5.375E-3
240 64 -5.805E-3
240 66 -6.212E-3
240 68 -6.593E-3
240 70 -6.948E-3
240 72 -7.275E-3
240 74 -7.571E-3
240 76 -7.836E-3
240 78 -8.068E-3
240 80 -8.266E-3
240 82 -8.429E-3
240 84 -8.557E-3
240 86 -8.649E-3
240 88 -8.704E-3
240 90 -8.723E-3
240 92 -8.704E-3
240 94 -8.649E-3
240 96 -8.557E-3
240 98 -8.429E-3
240 100 -8.266E-3
240 102 -8.068E-3
240 104 -7.836E-3
240 106 -7.571E-3
240 108 -7.275E-3
240 110 -6.948E-3
240 112 -6.593E-3
240 114 -6.212E-3
240 116 -5.805E-3
240 118 -5.375E-3
240 120 -4.923E-3
240 122 -4.453E-3
240 124 -3.966E-3
240 126 -3.465E-3
240 128 -2.952E-3
240 130 -2.429E-3
240 132 -1.899E-3
240 134 -1.365E-3
240 136 -8.284E-4
240 138 -2.930E-4
240 140 2.390E-4
240 142 7.651E-4
240 144 1.283E-3
240 146 1.789E-3
240 148 2.282E-3
240 150 2.758E-3
240 152 3.217E-3
240 154 3.654E-3
240 156 4.069E-3
240 158 4.458E-3
240 160 4.821E-3
240 162 5.155E-3
240 164 5.458E-3
240 166 5.730E-3
240 168 5.968E-3
240 170 6.172E-3
240 172 6.340E-3
240 174 6.471E-3
240 176 6.566E-3
240 178 6.623E-3
240 180 6.642E-3
242 0 6.527E-3
242 2 6.509E-3
242 4 6.453E-3
242 6 6.360E-3
242 8 6.231E-3
242 10 6.066E-3
242 12 5.866E-3
242 14 5.632E-3
242 16 5.365E-3
242 18 5.067E-3
242 20 4.738E-3
242 22 4.382E-3
242 24 3.999E-3
242 26 3.592E-3
242 28 3.162E-3
242 30 2.712E-3
242 32 2.243E-3
242 34 1.759E-3
242 36 1.262E-3
242 38 7.530E-4
242 40 2.361E-4
242 42 -2.867E-4
242 44 -8.129E-4
242 46 -1.340E-3
242 48 -1.865E-3
242 50 -2.386E-3
242 52 -2.900E-3
242 54 -3.404E-3
242 56 -3.897E-3
242 58 -4.375E-3
242 60 -4.837E-3
242 62 -5.281E-3
242 64 -5.704E-3
242 66 -6.104E-3
242 68 -6.479E-3
242 70 -6.828E-3
242 72 -7.149E-3
242 74 -7.440E-3
242 76 -7.700E-3
242 78 -7.928E-3
242 80 -8.123E-3
242 82 -8.284E-3
242 84 -8.409E-3
242 86 -8.500E-3
242 88 -8.554E-3
242 90 -8.572E-3
242 92 -8.554E-3
242 94 -8.500E-3
242 96 -8.409E-3
242 98 -8.284E-3
242 100 -8.123E-3
242 102 -7.928E-3
242 104 -7.700E-3
242 106 -7.440E-3
242 108 -7.149E-3
242 110 -6.828E-3
242 112 -6.479E-3
242 114 -6.104E-3
242 116 -5.704E-3
242 118 -5.281E-3
242 120 -4.837E-3
242 122 -4.375E-3
242 124 -3.897E-3
242 126 -3.404E-3
242 128 -2.900E-3
242 130 -2.386E-3
242 132 -1.865E-3
242 134 -1.340E-3
242 136 -8.129E-4
242 138 -2.867E-4
242 140 2.361E-4
242 142 7.530E-4
242 144 1.262E-3
242 146 1.759E-3
242 148 2.243E-3
242 150 2.712E-3
242 152 3.162E-3
242 154 3.592E-3
242 156 3.999E-3
242 158 4.382E-3
242 160 4.738E-3
242 162 5.067E-3
242 164 5.365E-3
242 166 5.632E-3
242 168 5.866E-3
242 170 6.066E-3
242 172 6.231E-3
242 174 6.360E-3
242 176 6.453E-3
242 178 6.509E-3
242 180 6.527E-3
244 0 6.411E-3
244 2 6.392E-3
244 4 6.337E-3
244 6 6.246E-3
244 8 6.119E-3
244 10 5.957E-3
244 12 5.761E-3
244 14 5.531E-3
244 16 5.269E-3
244 18 4.976E-3
244 20 4.654E-3
244 22 4.304E-3
244 24 3.928E-3
244 26 3.528E-3
244 28 3.106E-3
244 30 2.664E-3
244 32 2.204E-3
244 34 1.729E-3
244 36 1.240E-3
244 38 7.407E-4
244 40 2.330E-4
244 42 -2.804E-4
244 44 -7.971E-4
244 46 -1.315E-3
244 48 -1.830E-3
244 50 -2.342E-3
244 52 -2.846E-3
244 54 -3.342E-3
244 56 -3.826E-3
244 58 -4.296E-3
244 60 -4.750E-3
244 62 -5.186E-3
244 64 -5.601E-3
244 66 -5.994E-3
244 68 -6.362E-3
244 70 -6.705E-3
244 72 -7.020E-3
244 74 -7.306E-3
244 76 -7.562E-3
244 78 -7.786E-3
244 80 -7.977E-3
244 82 -8.135E-3
244 84 -8.258E-3
244 86 -8.347E-3
244 88 -8.400E-3
244 90 -8.418E-3
244 92 -8.400E-3
244 94 -8.347E-3
244 96 -8.258E-3
244 98 -8.135E-3
244 100 -7.977E-3
244 102 -7.786E-3
244 104 -7.562E-3
244 106 -7.306E-3
244 108 -7.020E-3
244 110 -6.705E-3
244 112 -6.362E-3
244 114 -5.994E-3
244 116 -5.601E-3
244 118 -5.186E-3
244 120 -4.750E-3
244 122 -4.296E-3
244 124 -3.826E-3
244 126 -3.342E-3
244 128 -2.846E-3
244 130 -2.342E-3
244 132 -1.830E-3
244 134 -1.315E-3
244 136 -7.971E-4
244 138 -2.804E-4
244 140 2.330E-4
244 142 7.407E-4
244 144 1.240E-3
244 146 1.729E-3
244 148 2.204E-3
244 150 2.664E-3
244 152 3.106E-3
244 154 3.528E-3
244 156 3.928E-3
244 158 4.304E-3
244 160 4.654E-3
244 162 4.976E-3
244 164 5.269E-3
244 166 5.531E-3
244 168 5.761E-3
244 170 5.957E-3
244 172 6.119E-3
244 174 6.246E-3
244 176 6.337E-3
244 178 6.392E-3
244 180 6.411E-3
246 0 6.292E-3
246 2 6.274E-3
246 4 6.220E-3
246 6 6.131E-3
246 8 6.006E-3
246 10 5.847E-3
246 12 5.655E-3
246 14 5.429E-3
246 16 5.172E-3
246 18 4.885E-3
246 20 4.569E-3
246 22 4.225E-3
246 24 3.856E-3
246 26 3.464E-3
246 28 3.050E-3
246 30 2.616E-3
246 32 2.164E-3
246 34 1.698E-3
246 36 1.218E-3
246 38 7.281E-4
246 40 2.299E-4
246 42 -2.740E-4
246 44 -7.811E-4
246 46 -1.289E-3
246 48 -1.795E-3
246 50 -2.297E-3
246 52 -2.793E-3
246 54 -3.279E-3
246 56 -3.754E-3
246 58 -4.215E-3
246 60 -4.661E-3
246 62 -5.088E-3
246 64 -5.496E-3
246 66 -5.882E-3
246 68 -6.244E-3
246 70 -6.580E-3
246 72 -6.889E-3
246 74 -7.170E-3
246 76 -7.421E-3
246 78 -7.641E-3
246 80 -7.829E-3
246 82 -7.984E-3
246 84 -8.105E-3
246 86 -8.192E-3
246 88 -8.244E-3
246 90 -8.262E-3
246 92 -8.244E-3
246 94 -8.192E-3
246 96 -8.105E-3
246 98 -7.984E-3
246 100 -7.829E-3
246 102 -7.641E-3
246 104 -7.421E-3
246 106 -7.170E-3
246 108 -6.889E-3
246 110 -6.580E-3
246 112 -6.244E-3
246 114 -5.882E-3
246 116 -5.496E-3
246 118 -5.088E-3
246 120 -4.661E-3
246 122 -4.215E-3
246 124 -3.754E-3
246 126 -3.279E-3
246 128 -2.793E-3
246 130 -2.297E-3
246 132 -1.795E-3
246 134 -1.289E-3
246 136 -7.811E-4
246 138 -2.740E-4
246 140 2.299E-4
246 142 7.281E-4
246 144 1.218E-3
246 146 1.698E-3
246 148 2.164E-3
246 150 2.616E-3
246 152 3.050E-3
246 154 3.464E-3
246 156 3.856E-3
246 158 4.225E-3
246 160 4.569E-3
246 162 4.885E-3
246 164 5.172E-3
246 166 5.429E-3
246 168 5.655E-3
246 170 5.847E-3
246 172 6.006E-3
246 174 6.131E-3
246 176 6.220E-3
246 178 6.274E-3
246 180 6.292E-3
248 0 6.171E-3
248 2 6.154E-3
248 4 6.101E-3
248 6 6.013E-3
248 8 5.891E-3
248 10 5.735E-3
248 12 5.546E-3
248 14 5.325E-3
248 16 5.073E-3
248 18 4.792E-3
248 20 4.482E-3
248 22 4.145E-3
248 24 3.783E-3
248 26 3.398E-3
248 28 2.992E-3
248 30 2.566E-3
248 32 2.124E-3
248 34 1.666E-3
248 36 1.196E-3
248 38 7.153E-4
248 40 2.267E-4
248 42 -2.675E-4
248 44 -7.649E-4
248 46 -1.263E-3
248 48 -1.760E-3
248 50 -2.252E-3
248 52 -2.738E-3
248 54 -3.215E-3
248 56 -3.681E-3
248 58 -4.133E-3
248 60 -4.570E-3
248 62 -4.990E-3
248 64 -5.390E-3
248 66 -5.768E-3
248 68 -6.123E-3
248 70 -6.453E-3
248 72 -6.756E-3
248 74 -7.032E-3
248 76 -7.278E-3
248 78 -7.494E-3
248 80 -7.678E-3
248 82 -7.830E-3
248 84 -7.949E-3
248 86 -8.034E-3
248 88 -8.086E-3
248 90 -8.103E-3
248 92 -8.086E-3
248 94 -8.034E-3
248 96 -7.949E-3
248 98 -7.830E-3
248 100 -7.678E-3
248 102 -7.494E-3
248 104 -7.278E-3
248 106 -7.032E-3
248 108 -6.756E-3
248 110 -6.453E-3
248 112 -6.123E-3
248 114 -5.768E-3
248 116 -5.390E-3
248 118 -4.990E-3
248 120 -4.570E-3
248 122 -4.133E-3
248 124 -3.681E-3
248 126 -3.215E-3
248 128 -2.738E-3
248 130 -2.252E-3
248 132 -1.760E-3
248 134 -1.263E-3
248 136 -7.649E-4
248 138 -2.675E-4
248 140 2.267E-4
248 142 7.153E-4
248 144 1.196E-3
248 146 1.666E-3
248 148 2.124E-3
248 150 2.566E-3
248 152 2.992E-3
248 154 3.398E-3
248 156 3.783E-3
248 158 4.145E-3
248 160 4.482E-3
248 162 4.792E-3
248 164 5.073E-3
248 166 5.325E-3
248 168 5.546E-3
248 170 5.735E-3
248 172 5.891E-3
248 174 6.013E-3
248 176 6.101E-3
248 178 6.154E-3
